Algorithm;Problem;CPU Time [ms];System Time [ms];User Time [ms];Clock Time [ms];Optimize counter;Optimize/sec (CPU) [1/s];Optimize/sec (Clock) [1/s];Exception;Best solution;Best solution (human readable);Depth;Fitness;Operations
MyGeneticAlgorithm [p=100, m=0.4];Knapsack [file=knap_30.inst.dat,id=9350];827;1;827;837;20;24;23;none;[1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0];[1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0];0;2631.0;Unknown operation
MyGeneticAlgorithm [p=100, m=0.4];Knapsack [file=knap_30.inst.dat,id=9351];328;1;327;335;20;60;59;none;[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0];[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0];0;3050.0;Unknown operation
MyGeneticAlgorithm [p=100, m=0.4];Knapsack [file=knap_30.inst.dat,id=9352];327;1;328;345;20;61;57;none;[1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0];[1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0];0;3282.0;Unknown operation
MyGeneticAlgorithm [p=100, m=0.4];Knapsack [file=knap_30.inst.dat,id=9353];312;1;312;308;20;64;64;none;[0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1];[0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1];0;3861.0;Unknown operation
MyGeneticAlgorithm [p=100, m=0.4];Knapsack [file=knap_30.inst.dat,id=9354];359;1;359;360;20;55;55;none;[1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0];[1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0];0;3480.0;Unknown operation
MyGeneticAlgorithm [p=100, m=0.4];Knapsack [file=knap_30.inst.dat,id=9355];281;1;280;275;20;71;72;none;[1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1];[1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1];0;3609.0;Unknown operation
MyGeneticAlgorithm [p=100, m=0.4];Knapsack [file=knap_30.inst.dat,id=9356];312;16;297;305;20;64;65;none;[1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0];[1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0];0;3528.0;Unknown operation
MyGeneticAlgorithm [p=100, m=0.4];Knapsack [file=knap_30.inst.dat,id=9357];265;1;265;280;20;75;71;none;[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0];[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0];0;3365.0;Unknown operation
MyGeneticAlgorithm [p=100, m=0.4];Knapsack [file=knap_30.inst.dat,id=9358];328;1;328;342;20;60;58;none;[1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1];[1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1];0;3366.0;Unknown operation
MyGeneticAlgorithm [p=100, m=0.4];Knapsack [file=knap_30.inst.dat,id=9359];280;1;280;283;20;71;70;none;[1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];0;3689.0;Unknown operation
MyGeneticAlgorithm [p=100, m=0.4];Knapsack [file=knap_30.inst.dat,id=9360];266;1;266;272;20;75;73;none;[1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1];[1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1];0;2865.0;Unknown operation
MyGeneticAlgorithm [p=100, m=0.4];Knapsack [file=knap_30.inst.dat,id=9361];343;15;327;337;20;58;59;none;[1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1];[1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1];0;3716.0;Unknown operation
MyGeneticAlgorithm [p=100, m=0.4];Knapsack [file=knap_30.inst.dat,id=9362];327;1;328;335;20;61;59;none;[1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0];[1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0];0;2882.0;Unknown operation
MyGeneticAlgorithm [p=100, m=0.4];Knapsack [file=knap_30.inst.dat,id=9363];297;47;249;310;20;67;64;none;[1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1];[1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1];0;2998.0;Unknown operation
MyGeneticAlgorithm [p=100, m=0.4];Knapsack [file=knap_30.inst.dat,id=9364];296;1;297;310;20;67;64;none;[1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1];[1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1];0;2783.0;Unknown operation
MyGeneticAlgorithm [p=100, m=0.4];Knapsack [file=knap_30.inst.dat,id=9365];359;1;359;370;20;55;54;none;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0];[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0];0;3218.0;Unknown operation
MyGeneticAlgorithm [p=100, m=0.4];Knapsack [file=knap_30.inst.dat,id=9366];265;1;265;275;20;75;72;none;[1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0];[1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 0];0;3286.0;Unknown operation
MyGeneticAlgorithm [p=100, m=0.4];Knapsack [file=knap_30.inst.dat,id=9367];297;1;296;285;20;67;70;none;[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1];[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 1];0;3227.0;Unknown operation
MyGeneticAlgorithm [p=100, m=0.4];Knapsack [file=knap_30.inst.dat,id=9368];280;1;281;292;20;71;68;none;[1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0];[1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0];0;3094.0;Unknown operation
MyGeneticAlgorithm [p=100, m=0.4];Knapsack [file=knap_30.inst.dat,id=9369];328;1;328;358;20;60;55;none;[1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1];[1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1];0;4018.0;Unknown operation
MyGeneticAlgorithm [p=100, m=0.4];Knapsack [file=knap_30.inst.dat,id=9370];312;1;312;305;20;64;65;none;[1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1];[1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1];0;3708.0;Unknown operation
MyGeneticAlgorithm [p=100, m=0.4];Knapsack [file=knap_30.inst.dat,id=9371];328;1;327;325;20;60;61;none;[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1];[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1];0;3552.0;Unknown operation
MyGeneticAlgorithm [p=100, m=0.4];Knapsack [file=knap_30.inst.dat,id=9372];296;1;297;290;20;67;68;none;[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1];[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1];0;3618.0;Unknown operation
MyGeneticAlgorithm [p=100, m=0.4];Knapsack [file=knap_30.inst.dat,id=9373];265;1;265;280;20;75;71;none;[1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1];[1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1];0;3290.0;Unknown operation
MyGeneticAlgorithm [p=100, m=0.4];Knapsack [file=knap_30.inst.dat,id=9374];265;1;265;265;20;75;75;none;[1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1];[1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1];0;3189.0;Unknown operation
MyGeneticAlgorithm [p=100, m=0.4];Knapsack [file=knap_30.inst.dat,id=9375];343;1;343;347;20;58;57;none;[1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1];[1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1];0;3251.0;Unknown operation
MyGeneticAlgorithm [p=100, m=0.4];Knapsack [file=knap_30.inst.dat,id=9376];281;1;281;295;20;71;67;none;[1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1];[1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1];0;3318.0;Unknown operation
MyGeneticAlgorithm [p=100, m=0.4];Knapsack [file=knap_30.inst.dat,id=9377];265;1;265;270;20;75;74;none;[1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0];[1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0];0;3415.0;Unknown operation
MyGeneticAlgorithm [p=100, m=0.4];Knapsack [file=knap_30.inst.dat,id=9378];312;1;312;305;20;64;65;none;[1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1];[1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1];0;3210.0;Unknown operation
MyGeneticAlgorithm [p=100, m=0.4];Knapsack [file=knap_30.inst.dat,id=9379];312;1;312;317;20;64;63;none;[1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1];[1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1];0;3178.0;Unknown operation
MyGeneticAlgorithm [p=100, m=0.4];Knapsack [file=knap_30.inst.dat,id=9380];265;1;265;257;20;75;77;none;[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0];[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0];0;351.0;Unknown operation
MyGeneticAlgorithm [p=100, m=0.4];Knapsack [file=knap_30.inst.dat,id=9381];297;1;297;302;20;67;66;none;[1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1];[1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1];0;3556.0;Unknown operation
MyGeneticAlgorithm [p=100, m=0.4];Knapsack [file=knap_30.inst.dat,id=9382];296;1;296;298;20;67;67;none;[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1];[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1];0;3604.0;Unknown operation
MyGeneticAlgorithm [p=100, m=0.4];Knapsack [file=knap_30.inst.dat,id=9383];281;1;281;303;20;71;66;none;[1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0];[1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0];0;3313.0;Unknown operation
MyGeneticAlgorithm [p=100, m=0.4];Knapsack [file=knap_30.inst.dat,id=9384];265;1;265;277;20;75;72;none;[1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1];[1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1];0;3729.0;Unknown operation
MyGeneticAlgorithm [p=100, m=0.4];Knapsack [file=knap_30.inst.dat,id=9385];296;1;296;290;20;67;68;none;[1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0];[1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0];0;3649.0;Unknown operation
MyGeneticAlgorithm [p=100, m=0.4];Knapsack [file=knap_30.inst.dat,id=9386];265;1;265;268;20;75;74;none;[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1];[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1];0;3434.0;Unknown operation
MyGeneticAlgorithm [p=100, m=0.4];Knapsack [file=knap_30.inst.dat,id=9387];266;1;266;260;20;75;76;none;[1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0];[1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0];0;3856.0;Unknown operation
MyGeneticAlgorithm [p=100, m=0.4];Knapsack [file=knap_30.inst.dat,id=9388];265;1;265;272;20;75;73;none;[1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0];[1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0];0;3520.0;Unknown operation
MyGeneticAlgorithm [p=100, m=0.4];Knapsack [file=knap_30.inst.dat,id=9389];312;1;312;305;20;64;65;none;[1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1];[1, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1];0;2948.0;Unknown operation
MyGeneticAlgorithm [p=100, m=0.4];Knapsack [file=knap_30.inst.dat,id=9390];281;1;281;288;20;71;69;none;[1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1];[1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1];0;3330.0;Unknown operation
MyGeneticAlgorithm [p=100, m=0.4];Knapsack [file=knap_30.inst.dat,id=9391];280;1;280;272;20;71;73;none;[1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0];[1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0];0;3189.0;Unknown operation
MyGeneticAlgorithm [p=100, m=0.4];Knapsack [file=knap_30.inst.dat,id=9392];281;1;281;282;20;71;70;none;[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1];[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1];0;3280.0;Unknown operation
MyGeneticAlgorithm [p=100, m=0.4];Knapsack [file=knap_30.inst.dat,id=9393];312;1;312;325;20;64;61;none;[1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1];[1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 1];0;3148.0;Unknown operation
MyGeneticAlgorithm [p=100, m=0.4];Knapsack [file=knap_30.inst.dat,id=9394];297;1;297;292;20;67;68;none;[1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];[1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1];0;3446.0;Unknown operation
MyGeneticAlgorithm [p=100, m=0.4];Knapsack [file=knap_30.inst.dat,id=9395];312;1;312;308;20;64;64;none;[1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1];[1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1];0;3331.0;Unknown operation
MyGeneticAlgorithm [p=100, m=0.4];Knapsack [file=knap_30.inst.dat,id=9396];327;1;327;335;20;61;59;none;[1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1];[1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1];0;3791.0;Unknown operation
MyGeneticAlgorithm [p=100, m=0.4];Knapsack [file=knap_30.inst.dat,id=9397];281;1;281;279;20;71;71;none;[1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0];[1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0];0;2806.0;Empty knapsack created (random)
MyGeneticAlgorithm [p=100, m=0.4];Knapsack [file=knap_30.inst.dat,id=9398];281;1;281;284;20;71;70;none;[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0];[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0];0;3286.0;Unknown operation
MyGeneticAlgorithm [p=100, m=0.4];Knapsack [file=knap_30.inst.dat,id=9399];296;1;296;293;20;67;68;none;[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1];[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1];0;3183.0;Unknown operation
